"error","errorText","isin","mvUnitNotional","scenarioDate","scenarioSpecId","tradehubMessageId","type","zeroSimulation"
"false","","NO0010821598","0.2627385147987249","2008-12-08","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.21008386714842323","2008-12-09","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10817494596097284","2008-12-10","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1829203229734945","2008-12-11","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11472526690614264","2008-12-12","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.17857801508105248","2008-12-15","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1297071001118296","2008-12-16","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1219407332677111","2008-12-17","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1490126085773724","2008-12-18","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.5807430454776715","2008-12-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10879032291202904","2008-12-22","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.5043714132451202","2008-12-23","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.0","2008-12-24","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1069640962201027","2008-12-29","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.43410783638371025","2008-12-30","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.0","2008-12-31","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11028088360233174","2009-01-02","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11365291479303001","2009-01-05","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10820036871031703","2009-01-06","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11287886279172671","2009-01-07","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1134910145938805","2009-01-08","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
